Order	PID	MS SubClass	MS Zoning	Lot Frontage	Lot Area	Street	Alley	Lot Shape	Land Contour	Utilities	Lot Config	Land Slope	Neighborhood	Condition 1	Condition 2	Bldg Type	House Style	Overall Qual	Overall Cond	Year Built	Year Remod/Add	Roof Style	Roof Matl	Exterior 1st	Exterior 2nd	Mas Vnr Type	Mas Vnr Area	Exter Qual	Exter Cond	Foundation	Bsmt Qual	Bsmt Cond	Bsmt Exposure	BsmtFin Type 1	BsmtFin SF 1	BsmtFin Type 2	BsmtFin SF 2	Bsmt Unf SF	Total Bsmt SF	Heating	Heating QC	Central Air	Electrical	1st Flr SF	2nd Flr SF	Low Qual Fin SF	Gr Liv Area	Bsmt Full Bath	Bsmt Half Bath	Full Bath	Half Bath	Bedroom AbvGr	Kitchen AbvGr	Kitchen Qual	TotRms AbvGrd	Functional	Fireplaces	Fireplace Qu	Garage Type	Garage Yr Blt	Garage Finish	Garage Cars	Garage Area	Garage Qual	Garage Cond	Paved Drive	Wood Deck SF	Open Porch SF	Enclosed Porch	3Ssn Porch	Screen Porch	Pool Area	Pool QC	Fence	Misc Feature	Misc Val	Mo Sold	Yr Sold	Sale Type	Sale Condition	SalePrice
846	0907185050	060	RL	70	8750	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	6	5	1998	1998	Gable	CompShg	VinylSd	VinylSd	BrkFace	120	TA	TA	PConc	Gd	TA	No	GLQ	606	Unf	0	322	928	GasA	Ex	Y	SBrkr	928	844	0	1772	1	0	2	1	3	1	TA	7	Typ	1	TA	Attchd	1998	RFn	2	492	TA	TA	Y	150	96	0	0	0	0	NA	NA	NA	0	4	2009	WD 	Normal	200000
847	0907192030	060	RL	68	8935	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2002	2002	Gable	CompShg	VinylSd	VinylSd	BrkFace	95	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	831	831	GasA	Ex	Y	SBrkr	831	829	0	1660	0	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	2002	RFn	2	493	TA	TA	Y	144	68	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	195000
848	0907192090	020	RL	67	9808	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2002	2002	Gable	CompShg	VinylSd	VinylSd	BrkFace	110	Gd	TA	PConc	Gd	TA	No	GLQ	788	Unf	0	785	1573	GasA	Ex	Y	SBrkr	1573	0	0	1573	1	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2002	RFn	2	544	TA	TA	Y	0	72	0	0	0	0	NA	NA	NA	0	3	2009	WD 	Normal	227000
849	0907194010	060	RL	79	12420	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2001	2001	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	666	Unf	0	278	944	GasA	Ex	Y	SBrkr	944	896	0	1840	1	0	2	1	3	1	Gd	6	Typ	0	NA	Attchd	2001	RFn	2	622	TA	TA	Y	0	45	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	230000
850	0907194110	020	RL	67	16285	Pave	NA	IR2	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2001	2002	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1413	1413	GasA	Ex	Y	SBrkr	1430	0	0	1430	0	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2001	RFn	2	605	TA	TA	Y	0	33	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	187100
851	0907194160	020	RL	65	10739	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2002	2001	Gable	CompShg	VinylSd	VinylSd	BrkFace	68	Gd	TA	PConc	Gd	TA	No	GLQ	1259	Unf	0	172	1431	GasA	Ex	Y	SBrkr	1444	0	0	1444	1	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2002	RFn	2	577	TA	TA	Y	144	40	0	0	0	0	NA	NA	NA	0	4	2009	WD 	Normal	203000
852	0907196060	020	RL	75	11166	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2001	2001	Gable	CompShg	VinylSd	VinylSd	BrkFace	180	Gd	TA	PConc	Gd	TA	Mn	GLQ	24	Unf	0	1468	1492	GasA	Ex	Y	SBrkr	1492	0	0	1492	0	0	2	0	3	1	Gd	6	Typ	1	TA	Attchd	2001	RFn	2	608	TA	TA	Y	0	114	0	0	168	0	NA	NA	NA	0	7	2009	WD 	Family	201000
853	0907200230	020	RL	60	8430	Pave	NA	Reg	HLS	AllPub	Inside	Mod	CollgCr	Norm	Norm	1Fam	1Story	5	5	1978	1978	Gable	CompShg	HdBoard	HdBoard	BrkFace	136	TA	TA	CBlock	Gd	TA	No	Rec	616	Unf	0	424	1040	GasA	TA	Y	SBrkr	1040	0	0	1040	0	0	2	0	3	1	TA	5	Typ	0	NA	NA		NA	0	0	NA	NA	Y	0	0	0	0	0	0	NA	NA	NA	0	8	2009	WD 	Normal	124000
854	0907201220	020	RL		16269	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	5	1978	1978	Gable	CompShg	MetalSd	MetalSd	BrkFace	76	TA	TA	BrkTil	Gd	TA	Av	GLQ	625	Unf	0	282	907	GasA	TA	Y	SBrkr	907	0	0	907	0	0	1	0	3	1	TA	5	Typ	0	NA	Attchd	1978	Unf	1	343	TA	TA	Y	72	0	0	0	0	0	NA	MnPrv	NA	0	7	2009	WD 	Normal	140000
855	0907201280	020	RL	76	6950	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	7	1979	1979	Gable	CompShg	HdBoard	HdBoard	BrkFace	40	TA	TA	CBlock	TA	TA	No	ALQ	710	BLQ	72	132	914	GasA	TA	Y	SBrkr	914	0	0	914	1	0	1	0	2	1	TA	5	Typ	0	NA	Attchd	1979	Unf	2	444	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	10	2009	WD 	Normal	134900
856	0907202050	020	RL	61	8800	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	7	1977	2008	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	CBlock	Gd	TA	Mn	LwQ	532	Rec	144	364	1040	GasA	TA	Y	SBrkr	1040	0	0	1040	0	0	2	0	3	1	Gd	5	Typ	0	NA	Detchd	1977	Unf	2	484	TA	TA	Y	0	0	0	0	288	0	NA	NA	NA	0	9	2009	WD 	Normal	150500
857	0907202080	020	RL		7000	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	8	1978	2005	Gable	CompShg	VinylSd	VinylSd	BrkFace	90	Gd	Gd	CBlock	TA	TA	No	ALQ	646	Unf	0	218	864	GasA	Ex	Y	SBrkr	864	0	0	864	1	0	1	0	3	1	TA	6	Typ	0	NA	Attchd	1978	Unf	1	336	TA	TA	Y	0	0	0	0	0	0	NA	GdWo	NA	0	7	2009	WD 	Normal	136500
858	0907202130	020	RL		9286	Pave	NA	IR1	Lvl	AllPub	CulDSac	Mod	CollgCr	Norm	Norm	1Fam	1Story	5	7	1977	1989	Gable	CompShg	HdBoard	Plywood	None	0	TA	TA	CBlock	Gd	Gd	Av	ALQ	196	Unf	0	1072	1268	GasA	TA	Y	SBrkr	1268	0	0	1268	0	0	1	1	3	1	Gd	5	Typ	0	NA	Detchd	1978	Unf	1	252	TA	TA	Y	173	0	0	0	0	0	NA	NA	NA	0	10	2009	WD 	Normal	143500
859	0907227030	020	RL	36	15523	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	6	1972	1972	Gable	CompShg	HdBoard	Plywood	None	0	TA	TA	CBlock	TA	TA	Av	BLQ	460	Unf	0	404	864	GasA	Ex	Y	SBrkr	864	0	0	864	1	0	1	0	3	1	TA	5	Typ	1	Fa	Attchd	1972	Unf	1	338	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	8	2009	WD 	Normal	133500
860	0907227080	020	RL	60	7200	Pave	NA	Reg	Low	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	5	1972	1972	Hip	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	TA	TA	Av	Rec	777	Unf	0	117	894	GasA	TA	Y	SBrkr	894	0	0	894	0	0	1	0	2	1	TA	6	Typ	0	NA	Detchd	1985	RFn	2	600	TA	TA	Y	215	0	0	0	0	0	NA	NA	NA	0	9	2009	WD 	Normal	123000
861	0907227110	085	RL	60	7200	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	SFoyer	5	8	1972	2003	Gable	CompShg	WdShing	HdBoard	None	0	TA	Gd	CBlock	Gd	TA	Av	GLQ	660	Unf	0	108	768	GasA	Gd	Y	SBrkr	768	0	0	768	0	1	1	0	2	1	TA	5	Typ	0	NA	Detchd	1974	Fin	1	396	TA	TA	Y	192	0	0	0	0	0	NA	MnPrv	NA	0	4	2009	WD 	Normal	133900
862	0907227290	085	RL	70	8445	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	SFoyer	5	7	1972	2007	Gable	CompShg	HdBoard	Wd Shng	None	0	TA	TA	CBlock	Gd	TA	Av	GLQ	656	Unf	0	112	768	GasA	TA	Y	SBrkr	768	0	0	768	1	0	1	0	2	1	TA	5	Typ	0	NA	Detchd	1988	Unf	2	396	TA	TA	Y	58	0	0	0	0	0	NA	MnPrv	NA	0	3	2009	WD 	Normal	133000
863	0907250070	020	RL	90	11664	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2002	2002	Hip	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	GLQ	1234	Unf	0	335	1569	GasA	Ex	Y	SBrkr	1611	0	0	1611	1	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2002	RFn	3	1231	TA	TA	Y	262	93	0	0	0	0	NA	NA	NA	0	9	2009	WD 	Normal	250000
864	0907252060	060	RL		12334	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	8	5	2003	2003	Gable	CompShg	VinylSd	VinylSd	BrkFace	198	Gd	TA	PConc	Gd	TA	Av	Unf	0	Unf	0	1068	1068	GasA	Ex	Y	SBrkr	1068	1116	0	2184	0	0	2	1	4	1	Gd	8	Typ	1	Gd	BuiltIn	2003	RFn	2	570	TA	TA	Y	192	132	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	254750
865	0907252210	020	RL		11838	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2001	2001	Hip	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	Unf	0	Unf	0	1753	1753	GasA	Ex	Y	SBrkr	1788	0	0	1788	0	0	2	0	3	1	Ex	7	Typ	1	TA	Attchd	2001	RFn	2	522	TA	TA	Y	202	151	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	236500
866	0907252220	060	RL		11885	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	8	5	2001	2001	Gable	CompShg	VinylSd	VinylSd	BrkFace	108	Gd	TA	PConc	Gd	TA	Av	GLQ	990	Unf	0	309	1299	GasA	Ex	Y	SBrkr	1299	573	0	1872	1	0	2	1	3	1	Ex	7	Typ	1	TA	BuiltIn	2001	RFn	2	531	TA	TA	Y	160	122	0	0	0	0	NA	NA	NA	0	11	2009	WD 	Normal	261500
867	0907253130	060	RL		11050	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	PosN	Norm	1Fam	2Story	9	5	2000	2000	Hip	CompShg	VinylSd	VinylSd	BrkFace	204	Gd	TA	PConc	Ex	TA	Mn	GLQ	904	Unf	0	536	1440	GasA	Ex	Y	SBrkr	1476	677	0	2153	1	0	2	1	3	1	Ex	8	Typ	2	Ex	Attchd	2000	Fin	3	736	TA	TA	Y	253	142	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	313000
868	0907260030	060	RL	70	8749	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2002	2002	Gable	CompShg	VinylSd	VinylSd			Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	840	840	GasA	Ex	Y	SBrkr	840	885	0	1725	0	0	2	1	3	1	Gd	6	Typ	0	NA	Attchd	2002	RFn	2	550	TA	TA	Y	0	48	0	0	0	0	NA	NA	NA	0	11	2009	WD 	Normal	198500
869	0907265010	060	RL		11250	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2001	2001	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	944	944	GasA	Ex	Y	SBrkr	944	926	0	1870	0	0	2	1	3	1	Gd	6	Typ	0	NA	Attchd	2001	RFn	2	608	TA	TA	Y	256	43	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	211000
870	0907275010	020	RL	90	15750	Pave	NA	Reg	Lvl	AllPub	FR3	Gtl	CollgCr	Feedr	Norm	1Fam	1Story	8	5	1999	2000	Gable	CompShg	VinylSd	VinylSd	BrkFace	260	Gd	TA	PConc	Gd	TA	Gd	GLQ	1246	Unf	0	216	1462	GasA	Ex	Y	SBrkr	1513	0	0	1513	1	0	2	0	2	1	Gd	5	Typ	1	TA	Attchd	1999	Fin	2	521	TA	TA	Y	135	34	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	220000
871	0907275090	020	RL	73	11883	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	1996	1996	Hip	CompShg	VinylSd	VinylSd	BrkFace	196	Gd	TA	PConc	Gd	TA	Gd	GLQ	690	Unf	0	814	1504	GasA	Ex	Y	SBrkr	1504	0	0	1504	1	0	2	0	3	1	Gd	6	Typ	1	TA	Attchd	1996	Fin	2	478	TA	TA	Y	115	66	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	203000
872	0907275140	020	RL		12782	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2002	2003	Hip	CompShg	HdBoard	HdBoard	BrkFace	164	Gd	TA	PConc	Ex	TA	Gd	GLQ	1360	Unf	0	462	1822	GasA	Ex	Y	SBrkr	1828	0	0	1828	1	0	2	0	3	1	Gd	7	Typ	1	Gd	Attchd	2002	Fin	2	523	TA	TA	Y	194	144	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	279500
873	0907280170	020	RL	70	8750	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	1997	1998	Gable	CompShg	VinylSd	VinylSd	BrkFace	209	Gd	TA	PConc	Gd	TA	Av	GLQ	1111	Unf	0	306	1417	GasA	Ex	Y	SBrkr	1417	0	0	1417	1	0	2	0	3	1	Gd	7	Typ	1	TA	Attchd	1997	Unf	2	511	TA	TA	Y	60	0	0	0	117	0	NA	NA	NA	0	8	2009	WD 	Normal	210000
874	0907285020	060	RL		9375	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	1997	1998	Gable	CompShg	VinylSd	VinylSd	BrkFace	573	TA	TA	PConc	Gd	TA	No	GLQ	739	Unf	0	318	1057	GasA	Ex	Y	SBrkr	1057	977	0	2034	1	0	2	1	3	1	Gd	8	Typ	0	NA	Attchd	1998	RFn	2	645	TA	TA	Y	576	36	0	0	0	0	NA	GdPrv	NA	0	2	2009	WD 	Normal	219500
875	0907285050	060	RL	70	8750	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	1996	1996	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	880	880	GasA	Ex	Y	SBrkr	909	807	0	1716	0	0	2	1	2	1	Gd	7	Typ	1	TA	Attchd	1996	RFn	2	512	TA	TA	Y	0	120	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	191000
876	0907290070	020	RL	70	9100	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2001	2001	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1212	1212	GasA	Ex	Y	SBrkr	1212	0	0	1212	0	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2001	RFn	2	573	TA	TA	Y	356	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	178000
877	0907290090	020	RL	75	9750	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2000	2001	Gable	CompShg	VinylSd	VinylSd	BrkFace	171	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1630	1630	GasA	Ex	Y	SBrkr	1630	0	0	1630	0	0	2	0	3	1	Gd	6	Typ	1	TA	Attchd	2000	Unf	2	451	TA	TA	Y	74	234	0	0	0	0	NA	NA	NA	0	10	2009	WD 	Normal	213000
878	0907290180	120	RM		4435	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	TwnhsE	1Story	6	5	2003	2004	Gable	CompShg	VinylSd	VinylSd	BrkFace	170	Gd	TA	PConc	Gd	TA	Av	GLQ	685	Unf	0	163	848	GasA	Ex	Y	SBrkr	848	0	0	848	1	0	1	0	1	1	Gd	4	Typ	0	NA	Attchd	2003	Fin	2	420	TA	TA	Y	140	0	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	144000
879	0907290210	120	RM		4435	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	TwnhsE	1Story	6	5	2003	2003	Gable	CompShg	VinylSd	VinylSd	BrkFace	170	Gd	TA	PConc	Gd	TA	Av	GLQ	685	Unf	0	163	848	GasA	Ex	Y	SBrkr	848	0	0	848	1	0	1	0	1	1	Gd	4	Typ	0	NA	Attchd	2003	Fin	2	420	TA	TA	Y	140	0	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	140000
880	0907410130	020	RL	85	10200	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	BrkFace	180	Gd	TA	PConc	Gd	TA	Av	GLQ	1478	Unf	0	100	1578	GasA	Ex	Y	SBrkr	1602	0	0	1602	1	0	2	0	3	1	Gd	7	Typ	1	Gd	Attchd	2007	RFn	3	810	TA	TA	Y	0	48	0	0	195	0	NA	NA	NA	0	1	2009	WD 	Normal	293200
881	0907412020	060	RL	65	9313	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	864	864	GasA	Ex	Y	SBrkr	864	864	0	1728	0	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	2004	RFn	2	572	TA	TA	Y	187	56	0	0	0	0	NA	NA	NA	0	4	2009	WD 	Normal	190000
882	0907414020	020	RL	63	8487	Pave	NA	Reg	Lvl	AllPub	FR2	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	BrkFace	210	Gd	TA	PConc	Gd	TA	Av	GLQ	20	Unf	0	1480	1500	GasA	Ex	Y	SBrkr	1500	0	0	1500	0	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	2004	RFn	2	570	TA	TA	Y	192	36	0	0	0	0	NA	NA	NA	0	8	2009	WD 	Normal	190000
883	0907414080	060	RL	64	8633	Pave	NA	Reg	Lvl	AllPub	FR2	Gtl	CollgCr	Norm	Norm	1Fam	2Story	6	5	2005	2005	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	193	Unf	0	545	738	GasA	Ex	Y	SBrkr	738	738	0	1476	1	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	2005	Fin	2	540	TA	TA	Y	100	35	0	0	0	0	NA	NA	NA	0	2	2009	WD 	Normal	173500
884	0907420040	060	RL	85	11069	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	2Story	6	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	608	608	GasA	Ex	Y	SBrkr	608	788	0	1396	0	0	2	1	3	1	Gd	6	Typ	1	Gd	BuiltIn	2007	Fin	2	440	TA	TA	Y	100	36	0	0	0	0	NA	NA	NA	0	7	2009	WD 	Normal	170000
885	0908102050	020	RL	67	8777	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Feedr	Norm	1Fam	1Story	4	5	1949	2003	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	CBlock	NA	NA	NA	NA	0	NA	0	0	0	GasA	Ex	Y	SBrkr	1126	0	0	1126	0	0	2	0	2	1	Gd	5	Typ	0	NA	Detchd	2002	Fin	2	520	TA	TA	N	0	96	0	0	0	0	NA	MnPrv	NA	0	5	2009	WD 	Normal	108000
886	0908102270	020	RL	75	9937	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Edwards	Norm	Norm	1Fam	1Story	5	7	1964	1999	Hip	CompShg	MetalSd	MetalSd	None	0	TA	Gd	PConc	TA	TA	No	BLQ	637	Unf	0	849	1486	GasA	Ex	Y	SBrkr	1486	0	0	1486	1	0	1	0	3	1	TA	7	Typ	0	NA	Detchd	1968	Fin	2	480	TA	TA	Y	0	0	0	0	0	0	NA	MnPrv	NA	0	3	2009	WD 	Normal	167000
887	0908102290	020	RL	67	8877	Pave	NA	Reg	Lvl	AllPub	Inside	Mod	Edwards	Norm	Norm	1Fam	1Story	4	6	1938	1958	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	TA	TA	Mn	ALQ	690	Unf	0	126	816	GasA	Ex	Y	SBrkr	816	0	0	816	1	0	1	0	2	1	TA	3	Typ	1	Gd	Detchd	1958	Unf	1	288	Fa	Fa	Y	0	0	0	0	0	0	NA	NA	NA	0	5	2009	WD 	Normal	100000
888	0908128060	085	RL	64	7301	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	Edwards	Norm	Norm	1Fam	SFoyer	7	5	2003	2003	Gable	CompShg	HdBoard	HdBoard	BrkFace	500	Gd	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	Ex	Y	SBrkr	495	1427	0	1922	0	0	3	0	4	1	Gd	7	Typ	1	Ex	BuiltIn	2003	RFn	2	672	TA	TA	Y	0	0	177	0	0	0	NA	NA	NA	0	7	2009	ConLD	Normal	198500
889	0908151050	060	RL	75	7950	Pave	NA	IR1	Bnk	AllPub	Corner	Gtl	Edwards	Norm	Norm	1Fam	2Story	6	6	1977	1977	Hip	CompShg	HdBoard	Plywood	BrkFace	140	TA	TA	CBlock	TA	TA	No	BLQ	535	Unf	0	155	690	GasA	TA	Y	SBrkr	698	728	0	1426	0	0	1	1	3	1	TA	6	Typ	0	NA	Attchd	1977	Fin	2	440	TA	TA	Y	252	0	0	0	0	0	NA	MnPrv	NA	0	7	2009	WD 	Normal	159500
890	0908152035	020	RL	80	10682	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	4	6	1960	1971	Gable	CompShg	HdBoard	HdBoard	None	0	TA	TA	CBlock	TA	TA	No	GLQ	399	Unf	0	615	1014	GasA	TA	Y	SBrkr	1149	0	0	1149	1	0	1	0	3	1	TA	7	Min1	0	NA	2Types	1968	Fin	1	544	TA	TA	Y	0	240	0	0	0	0	NA	MnPrv	NA	0	7	2009	WD 	Normal	127000
891	0908152100	080	RL	72	7200	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	SLvl	6	6	1976	1976	Hip	CompShg	MetalSd	MetalSd	BrkFace	255	TA	TA	CBlock	TA	TA	Av	ALQ	631	Unf	0	410	1041	GasA	Ex	Y	SBrkr	1125	0	0	1125	1	0	1	0	3	1	TA	6	Typ	1	Fa	Detchd	1977	Unf	1	352	TA	TA	Y	296	0	0	0	0	0	NA	GdWo	NA	0	10	2009	WD 	Abnorml	125000
892	0908154040	020	RL	86	13286	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	9	5	2007	2008	Hip	CompShg	CemntBd	CmentBd	Stone	340	Ex	TA	PConc	Ex	TA	No	GLQ	1234	Unf	0	464	1698	GasA	Ex	Y	SBrkr	1698	0	0	1698	1	0	2	0	3	1	Ex	8	Typ	1	Gd	Attchd	2007	Fin	3	768	TA	TA	Y	327	64	0	0	0	0	NA	NA	NA	0	2	2009	WD 	Normal	320000
893	0908186080	180	RM	35	3675	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	TwnhsE	SFoyer	6	5	2005	2006	Gable	CompShg	VinylSd	VinylSd	BrkFace	80	TA	TA	Wood	Gd	TA	Gd	GLQ	547	Unf	0	0	547	GasA	Gd	Y	SBrkr	1072	0	0	1072	1	0	1	0	2	1	TA	5	Typ	0	NA	Basment	2005	Fin	2	525	TA	TA	Y	0	28	0	0	0	0	NA	NA	NA	0	4	2009	WD 	Normal	145500
894	0908201040	020	RL	50	9405	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	5	9	1947	2008	Hip	CompShg	VinylSd	VinylSd	None	0	TA	Ex	CBlock	TA	TA	No	Unf	0	Unf	0	698	698	GasA	Ex	Y	SBrkr	698	0	0	698	0	1	1	0	2	1	TA	4	Typ	0	NA	NA		NA	0	0	NA	NA	Y	0	200	0	0	0	0	NA	NA	NA	0	6	2009	WD 	Normal	118000
895	0908203090	020	RL	64	6410	Pave	NA	Reg	HLS	AllPub	Inside	Mod	Edwards	Norm	Norm	1Fam	1Story	4	5	1959	1959	Gable	CompShg	AsbShng	AsbShng	None	0	TA	TA	CBlock	TA	TA	No	LwQ	332	Rec	243	301	876	GasA	TA	Y	FuseA	876	0	0	876	0	0	1	0	3	1	TA	5	Typ	0	NA	Detchd	1959	Unf	1	320	TA	TA	Y	0	0	0	0	0	0	NA	MnPrv	NA	0	3	2009	WD 	Normal	85000
896	0908225290	020	RL	70	11767	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	5	5	1950	1950	Gable	CompShg	MetalSd	MetalSd	None	0	TA	TA	CBlock	Fa	TA	Mn	Rec	1078	Unf	0	0	1078	GasA	TA	Y	FuseA	1368	0	0	1368	1	0	1	0	3	1	TA	6	Min1	0	NA	Attchd	1950	RFn	1	195	TA	TA	Y	0	41	211	0	0	0	NA	NA	Shed	900	6	2009	WD 	Normal	120000
